metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus_max,1774524850,1.000000,,,,,,,,,,,,,,,,
vus,1774524851,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524851,1.000000,,,,,,,,,,,,,,,,
vus,1774524852,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524852,1.000000,,,,,,,,,,,,,,,,
vus,1774524853,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524853,1.000000,,,,,,,,,,,,,,,,
vus,1774524854,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524854,1.000000,,,,,,,,,,,,,,,,
vus,1774524855,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524855,1.000000,,,,,,,,,,,,,,,,
vus,1774524856,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524856,1.000000,,,,,,,,,,,,,,,,
vus,1774524857,1.000000,,,,,,,,,,,,,,,,
vus_max,1774524857,1.000000,,,,,,,,,,,,,,,,
http_reqs,1774524857,1.000000,,request timeout,1050,false,::Auth,POST,https://mj-auth.onrender.com/api/auth/register,,default,,0,,,https://mj-auth.onrender.com/api/auth/register,,
http_req_duration,1774524857,59927.840497,,request timeout,1050,false,::Auth,POST,https://mj-auth.onrender.com/api/auth/register,,default,,0,,,https://mj-auth.onrender.com/api/auth/register,,
http_req_blocked,1774524857,81.799711,,request timeout,1050,false,::Auth,POST,https://mj-auth.onrender.com/api/auth/register,,default,,0,,,https://mj-auth.onrender.com/api/auth/register,,
http_req_connecting,1774524857,5.910911,,request timeout,1050,false,::Auth,POST,https://mj-auth.onrender.com/api/auth/register,,default,,0,,,https://mj-auth.onrender.com/api/auth/register,,
http_req_tls_handshaking,1774524857,14.718184,,request timeout,1050,false,::Auth,POST,https://mj-auth.onrender.com/api/auth/register,,default,,0,,,https://mj-auth.onrender.com/api/auth/register,,
http_req_sending,1774524857,3.858472,,request timeout,1050,false,::Auth,POST,https://mj-auth.onrender.com/api/auth/register,,default,,0,,,https://mj-auth.onrender.com/api/auth/register,,
http_req_waiting,1774524857,59923.982025,,request timeout,1050,false,::Auth,POST,https://mj-auth.onrender.com/api/auth/register,,default,,0,,,https://mj-auth.onrender.com/api/auth/register,,
http_req_receiving,1774524857,0.000000,,request timeout,1050,false,::Auth,POST,https://mj-auth.onrender.com/api/auth/register,,default,,0,,,https://mj-auth.onrender.com/api/auth/register,,
http_req_failed,1774524857,1.000000,,request timeout,1050,false,::Auth,POST,https://mj-auth.onrender.com/api/auth/register,,default,,0,,,https://mj-auth.onrender.com/api/auth/register,,
checks,1774524857,0.000000,Status 200,,,,::Auth,,,,default,,,,,,,
group_duration,1774524857,60012.765812,,,,,::Auth,,,,default,,,,,,,
data_sent,1774524857,2010.000000,,,,,,,,,default,,,,,,,
data_received,1774524857,4291.000000,,,,,,,,,default,,,,,,,
iteration_duration,1774524857,60012.839213,,,,,,,,,default,,,,,,,
iterations,1774524857,1.000000,,,,,,,,,default,,,,,,,
